         Time[s],            X[m],            Y[m],          u[m/s],          v[m/s],        Yaw[deg],  yawrate[deg/s],        rud[deg],        cpp[deg],         log[kt],      o_rud[deg],      o_cpp[deg],
 0.00000000e+000,-4.80000000e+002,-4.67200000e+002, 4.94536255e+000, 0.00000000e+000, 0.00000000e+000, 0.00000000e+000, 0.00000000e+000, 1.00000000e+001, 9.61301576e+000, 1.37731459e+001, 1.00000000e+001,
 1.00000000e+000,-4.75054648e+002,-4.67200392e+002, 4.94527195e+000,-2.42767831e-003, 2.44359367e-002, 4.44633164e-003, 3.74442932e+000, 1.00000000e+001, 9.61284079e+000, 1.39643023e+001, 1.00000000e+001,
 2.00000000e+000,-4.70109574e+002,-4.67204202e+002, 4.94456312e+000,-1.15257281e-002, 1.01257892e-001, 5.47702888e-002, 7.03156599e+000, 1.00000000e+001, 9.61148789e+000, 1.30617191e+001, 1.00000000e+001,
 3.00000000e+000,-4.65165555e+002,-4.67212531e+002, 4.94286263e+000,-2.70002200e-002, 2.10145039e-001, 1.95805581e-001, 8.99528398e+000, 1.00000000e+001, 9.60829965e+000, 6.69890150e+000, 1.00000000e+001,
 4.00000000e+000,-4.60223336e+002,-4.67221989e+002, 4.94089914e+000,-4.51612664e-002, 3.08403242e-001, 4.45096460e-001, 9.10617262e+000, 1.00000000e+001, 9.60474076e+000, 9.98359022e+000, 1.00000000e+001,
 5.00000000e+000,-4.55282996e+002,-4.67225659e+002, 4.93863077e+000,-6.51525611e-002, 3.98794288e-001, 7.88600222e-001, 9.22842942e+000, 1.00000000e+001, 9.60076557e+000, 8.49980875e+000, 1.00000000e+001,
 6.00000000e+000,-4.50344695e+002,-4.67217039e+002, 4.93639274e+000,-8.50550610e-002, 4.69309014e-001, 1.21597495e+000, 8.41115534e+000, 1.00000000e+001, 9.59700410e+000, 7.22124010e+000, 1.00000000e+001,
 7.00000000e+000,-4.45408306e+002,-4.67188835e+002, 4.93436471e+000,-1.03284404e-001, 5.15984091e-001, 1.70460279e+000, 7.42644620e+000, 1.00000000e+001, 9.59373864e+000, 6.22747548e+000, 1.00000000e+001,
 8.00000000e+000,-4.40473740e+002,-4.67134606e+002, 4.93250840e+000,-1.19226162e-001, 5.43300833e-001, 2.23218084e+000, 6.46847296e+000, 1.00000000e+001, 9.59082984e+000, 5.37778844e+000, 1.00000000e+001,
 9.00000000e+000,-4.35541066e+002,-4.67049240e+002, 4.93077312e+000,-1.32674973e-001, 5.56245482e-001, 2.78128705e+000, 5.59862871e+000, 1.00000000e+001, 9.58812526e+000, 4.64888815e+000, 1.00000000e+001,
 1.00000000e+001,-4.30610508e+002,-4.66928631e+002, 4.92912607e+000,-1.43644887e-001, 5.58984407e-001, 3.33923223e+000, 4.82743591e+000, 1.00000000e+001, 9.58552226e+000, 4.00457110e+000, 1.00000000e+001,
 1.10000000e+001,-4.25682351e+002,-4.66770134e+002, 4.92755309e+000,-1.52295886e-001, 5.54678642e-001, 3.89703407e+000, 4.14562143e+000, 1.00000000e+001, 9.58297068e+000, 3.42871621e+000, 1.00000000e+001,
 1.20000000e+001,-4.20756945e+002,-4.66571787e+002, 4.92605317e+000,-1.58826887e-001, 5.45475940e-001, 4.44853514e+000, 3.54181064e+000, 1.00000000e+001, 9.58045718e+000, 2.91877675e+000, 1.00000000e+001,
 1.30000000e+001,-4.15834655e+002,-4.66332285e+002, 4.92463150e+000,-1.63458033e-001, 5.32883141e-001, 4.98945495e+000, 3.00923386e+000, 1.00000000e+001, 9.57798951e+000, 2.46837637e+000, 1.00000000e+001,
 1.40000000e+001,-4.10915843e+002,-4.66050866e+002, 4.92329533e+000,-1.66416037e-001, 5.17992518e-001, 5.51684874e+000, 2.54118298e+000, 1.00000000e+001, 9.57558616e+000, 2.07283915e+000, 1.00000000e+001,
 1.50000000e+001,-4.06000852e+002,-4.65727215e+002, 4.92205197e+000,-1.67922151e-001, 5.01602143e-001, 6.02874236e+000, 2.13204673e+000, 1.00000000e+001, 9.57327003e+000, 1.72966668e+000, 1.00000000e+001,
 1.60000000e+001,-4.01089993e+002,-4.65361379e+002, 4.92090756e+000,-1.68186929e-001, 4.84317487e-001, 6.52387881e+000, 1.77697832e+000, 1.00000000e+001, 9.57106433e+000, 1.43142045e+000, 1.00000000e+001,
 1.70000000e+001,-3.96183543e+002,-4.64953694e+002, 4.91986654e+000,-1.67404453e-001, 4.66583540e-001, 7.00154524e+000, 1.46880545e+000, 1.00000000e+001, 9.56899008e+000, 1.17117252e+000, 1.00000000e+001,
 1.80000000e+001,-3.91281740e+002,-4.64504730e+002, 4.91893156e+000,-1.65747581e-001, 4.48703833e-001, 7.46141622e+000, 1.20122212e+000, 1.00000000e+001, 9.56706467e+000, 9.45155388e-001, 1.00000000e+001,
 1.90000000e+001,-3.86384808e+002,-4.64015014e+002, 4.91810414e+000,-1.63365525e-001, 4.30893723e-001, 7.90333157e+000, 9.69537355e-001, 1.00000000e+001, 9.56530237e+000, 7.49263178e-001, 9.99999997e+000,
 2.00000000e+001,-3.81492883e+002,-4.63485634e+002, 4.91738310e+000,-1.60396337e-001, 4.13309809e-001, 8.32750891e+000, 7.70254626e-001, 9.99999995e+000, 9.56371165e+000, 5.83288820e-001, 1.00000000e+001,
 2.10000000e+001,-3.76606082e+002,-4.62917629e+002, 4.91676629e+000,-1.56959001e-001, 3.96083976e-001, 8.73424301e+000, 5.98823070e-001, 1.00000000e+001, 9.56229778e+000, 4.38042514e-001, 9.99999473e+000,
 2.20000000e+001,-3.71724487e+002,-4.62312076e+002, 4.91625049e+000,-1.53154153e-001, 3.79291493e-001, 9.12392125e+000, 4.53768816e-001, 9.99999732e+000, 9.56106251e+000, 3.22027682e-001, 1.00000000e+001,
 2.30000000e+001,-3.66848152e+002,-4.61670114e+002, 4.91583166e+000,-1.49073921e-001, 3.63038929e-001, 9.49701725e+000, 3.31455752e-001, 9.99999913e+000, 9.56000506e+000, 2.18191183e-001, 1.00000000e+001,
 2.40000000e+001,-3.61977099e+002,-4.60992918e+002, 4.91550486e+000,-1.44792469e-001, 3.47345121e-001, 9.85408292e+000, 2.26860911e-001, 9.99999973e+000, 9.55912144e+000, 1.26981429e-001, 1.00000000e+001,
 2.50000000e+001,-3.57111325e+002,-4.60281680e+002, 4.91526466e+000,-1.40367897e-001, 3.32177271e-001, 1.01956736e+001, 1.30277267e-001, 9.99999990e+000, 9.55840536e+000, 4.42539094e-002, 9.99999512e+000,
 2.60000000e+001,-3.52250805e+002,-4.59537595e+002, 4.91510562e+000,-1.35845951e-001, 3.17503035e-001, 1.05222780e+001, 5.95996067e-002, 9.99999927e+000, 9.55784946e+000, 9.40647134e-004, 9.99999987e+000,
 2.70000000e+001,-3.47395493e+002,-4.58761866e+002, 4.91502263e+000,-1.31293664e-001, 3.03560208e-001, 1.08344832e+001, 9.39971006e-003, 9.99999975e+000, 9.55744780e+000,-4.26770219e-002, 1.00000000e+001,
 2.80000000e+001,-3.42545348e+002,-4.57955544e+002, 4.91500964e+000,-1.26751252e-001, 2.90303463e-001, 1.11329663e+001,-4.44067526e-002, 9.99999990e+000, 9.55719086e+000,-8.89404519e-002, 1.00000000e+001,
 2.90000000e+001,-3.37700272e+002,-4.57119922e+002, 4.91506017e+000,-1.22236387e-001, 2.77581282e-001, 1.14183753e+001,-7.84350510e-002, 9.99999996e+000, 9.55706683e+000,-1.00727742e-001, 1.00000000e+001,
 3.00000000e+001,-3.32860168e+002,-4.56256186e+002, 4.91516901e+000,-1.17793793e-001, 2.65582266e-001, 1.16913401e+001,-9.99500969e-002, 1.00000000e+001, 9.55706753e+000,-1.19532989e-001, 1.00000000e+001,
 3.10000000e+001,-3.28024935e+002,-4.55365458e+002, 4.91533026e+000,-1.13446946e-001, 2.54265104e-001, 1.19525758e+001,-1.11655258e-001, 1.00000000e+001, 9.55718218e+000,-1.14062722e-001, 1.00000000e+001,
 3.20000000e+001,-3.23194465e+002,-4.54448826e+002, 4.91553862e+000,-1.09225431e-001, 2.43706678e-001, 1.22027821e+001,-1.08592030e-001, 1.00000000e+001, 9.55740128e+000,-9.43120256e-002, 1.00000000e+001,
 3.30000000e+001,-3.18368642e+002,-4.53507340e+002, 4.91578883e+000,-1.05160782e-001, 2.34001145e-001, 1.24427506e+001,-9.00918885e-002, 1.00000000e+001, 9.55771527e+000,-6.90600563e-002, 1.00000000e+001,
 3.40000000e+001,-3.13547350e+002,-4.52542012e+002, 4.91607538e+000,-1.01274081e-001, 2.25130230e-001, 1.26733542e+001,-8.35084906e-002, 1.00000000e+001, 9.55811356e+000,-9.77558892e-002, 9.99999999e+000,
 3.50000000e+001,-3.08730476e+002,-4.51553781e+002, 4.91639251e+000,-9.75350941e-002, 2.16647266e-001, 1.28952584e+001,-7.46002742e-002, 1.00000000e+001, 9.55858296e+000,-3.62205863e-002, 1.00000000e+001,
 3.60000000e+001,-3.03917913e+002,-4.50543528e+002, 4.91673722e+000,-9.39825290e-002, 2.08955244e-001, 1.31089379e+001,-3.21300685e-002, 1.00000000e+001, 9.55911842e+000, 1.27665965e-002, 1.00000000e+001,
 3.70000000e+001,-2.99109563e+002,-4.49512029e+002, 4.91710531e+000,-9.06509386e-002, 2.02215690e-001, 1.33152664e+001, 1.16508788e-002, 1.00000000e+001, 9.55971224e+000, 5.91140956e-002, 9.99999999e+000,
 3.80000000e+001,-2.94305303e+002,-4.48460166e+002, 4.91749208e+000,-8.75474005e-002, 1.96337118e-001, 1.35151699e+001, 7.00984665e-002, 1.00000000e+001, 9.56035465e+000, 1.21579245e-001, 9.99999999e+000,
 3.90000000e+001,-2.89505024e+002,-4.47388726e+002, 4.91789344e+000,-8.46881376e-002, 1.91350699e-001, 1.37095593e+001, 1.24301526e-001, 1.00000000e+001, 9.56103738e+000, 2.12715500e-001, 1.00000000e+001,
 4.00000000e+001,-2.84708635e+002,-4.46298392e+002, 4.91830568e+000,-8.20960694e-002, 1.87394108e-001, 1.38993005e+001, 2.20290146e-001, 1.00000000e+001, 9.56175317e+000, 3.02217353e-001, 1.00000000e+001,
 4.10000000e+001,-2.79916048e+002,-4.45189808e+002, 4.91872457e+000,-7.97954469e-002, 1.84497291e-001, 1.40855667e+001, 2.44387233e-001, 1.00000000e+001, 9.56249373e+000, 1.33936643e-001, 1.00000000e+001,
 4.20000000e+001,-2.75127208e+002,-4.44063472e+002, 4.91914566e+000,-7.75754460e-002, 1.80532233e-001, 1.42687179e+001, 1.81180780e-001, 9.99999972e+000, 9.56324316e+000, 3.30184420e-001, 9.99999918e+000,
 4.30000000e+001,-2.70342091e+002,-4.42919752e+002, 4.91957139e+000,-7.55369312e-002, 1.77326026e-001, 1.44477738e+001, 3.95182399e-001, 9.99999977e+000, 9.56400894e+000, 6.64671623e-001, 9.99999999e+000,
 4.40000000e+001,-2.65560601e+002,-4.41759277e+002, 4.91999741e+000,-7.40248178e-002, 1.77803127e-001, 1.46249995e+001, 6.54466085e-001, 9.99999994e+000, 9.56479229e+000, 9.24201163e-001, 1.00000000e+001,
 4.50000000e+001,-2.60782646e+002,-4.40582642e+002, 4.92041252e+000,-7.31032472e-002, 1.81388624e-001, 1.48039660e+001, 8.38415952e-001, 1.00000000e+001, 9.56557233e+000, 7.44813910e-001, 1.00000000e+001,
 4.60000000e+001,-2.56008234e+002,-4.39390066e+002, 4.92081246e+000,-7.24882024e-002, 1.84568329e-001, 1.49867514e+001, 7.84877684e-001, 1.00000000e+001, 9.56633198e+000, 7.05879892e-001, 1.00000000e+001,
 4.70000000e+001,-2.51237451e+002,-4.38181475e+002, 4.92120127e+000,-7.18702530e-002, 1.85200538e-001, 1.51718812e+001, 5.10238914e-001, 1.00000000e+001, 9.56707007e+000,-3.70883403e-001, 1.00000000e+001,
 4.80000000e+001,-2.46470440e+002,-4.36956592e+002, 4.92158313e+000,-7.04533805e-002, 1.76994927e-001, 1.53548903e+001, 3.08056336e-001, 9.99999989e+000, 9.56777245e+000, 3.88730959e+000, 9.99999970e+000,
 4.90000000e+001,-2.41707262e+002,-4.35715443e+002, 4.92193344e+000,-7.06207723e-002, 1.87353374e-001, 1.55324613e+001, 2.55446552e+000, 9.88571026e+000, 9.56845799e+000, 1.19293928e+000, 9.60420198e+000,
 5.00000000e+001,-2.36947529e+002,-4.34460282e+002, 4.92179557e+000,-7.28095812e-002, 2.09560700e-001, 1.57298615e+001, 1.80519103e+000, 9.92502039e+000, 9.56825200e+000, 1.81975953e+000, 9.99979006e+000,
 5.10000000e+001,-2.32192028e+002,-4.33190113e+002, 4.92146648e+000,-7.46457915e-002, 2.20818022e-001, 1.59439040e+001, 1.81021737e+000, 9.97157208e+000, 9.56766585e+000, 2.15312630e+000, 9.99999865e+000,
 5.20000000e+001,-2.27441115e+002,-4.31903776e+002, 4.92133035e+000,-7.68014669e-002, 2.32064882e-001, 1.61687420e+001, 2.05550566e+000, 9.99030251e+000, 9.56746572e+000, 2.24661933e+000, 9.99999941e+000,
 5.30000000e+001,-2.22694797e+002,-4.30600721e+002, 4.92134562e+000,-7.94384659e-002, 2.45073618e-001, 1.64055040e+001, 2.37410623e+000, 9.99683588e+000, 9.56757675e+000, 2.92045180e+000, 9.99998240e+000,
 5.40000000e+001,-2.17953158e+002,-4.29280428e+002, 4.92139141e+000,-8.28803170e-002, 2.62738258e-001, 1.66567518e+001, 2.89775808e+000, 9.99898200e+000, 9.56777608e+000, 3.47254176e+000, 9.99999680e+000,
 5.50000000e+001,-2.13216406e+002,-4.27942375e+002, 4.92137207e+000,-8.73618616e-002, 2.85837935e-001, 1.69278715e+001, 3.41476811e+000, 9.99967334e+000, 9.56788913e+000, 3.97015208e+000, 9.99999730e+000,
 5.60000000e+001,-2.08484893e+002,-4.26585822e+002, 4.92123314e+000,-9.28921190e-002, 3.13143519e-001, 1.72238248e+001, 3.91116276e+000, 9.99989403e+000, 9.56781596e+000, 4.46486923e+000, 9.99999779e+000,
 5.70000000e+001,-2.03759124e+002,-4.25209698e+002, 4.92093751e+000,-9.94582695e-002, 3.43907960e-001, 1.75483839e+001, 4.44454076e+000, 9.99996485e+000, 9.56749082e+000, 5.11536828e+000, 9.99999825e+000,
 5.80000000e+001,-1.99039743e+002,-4.23812627e+002, 4.92043835e+000,-1.07161784e-001, 3.78803577e-001, 1.79051575e+001, 5.08650474e+000, 9.99998746e+000, 9.56683506e+000, 5.91542747e+000, 9.99999526e+000,
 5.90000000e+001,-1.94327513e+002,-4.22393071e+002, 4.91967047e+000,-1.16189993e-001, 4.19065876e-001, 1.82987407e+001, 5.84898607e+000, 9.99999301e+000, 9.56574103e+000, 6.83016206e+000, 9.99999704e+000,
 6.00000000e+001,-1.89623348e+002,-4.20949295e+002, 4.91855243e+000,-1.26738713e-001, 4.65635364e-001, 1.87348881e+001, 6.71605940e+000, 9.99999580e+000, 9.56407458e+000, 7.83713286e+000, 9.99999714e+000,
 6.10000000e+001,-1.84928355e+002,-4.19479282e+002, 4.91698789e+000,-1.38977116e-001, 5.19020560e-001, 1.92201116e+001, 7.68081192e+000, 9.99999676e+000, 9.56167692e+000, 8.94659812e+000, 9.99999726e+000,
 6.20000000e+001,-1.80243885e+002,-4.17980676e+002, 4.91486147e+000,-1.53055349e-001, 5.79557256e-001, 1.97613549e+001, 8.73912143e+000, 9.99999706e+000, 9.55835779e+000, 1.01358083e+001, 9.99999582e+000,
 6.30000000e+001,-1.75571571e+002,-4.16450745e+002, 4.91203960e+000,-1.69089849e-001, 6.47334255e-001, 2.03658220e+001, 9.87048508e+000, 9.99999595e+000, 9.55389669e+000, 1.13470789e+001, 9.99999654e+000,
 6.40000000e+001,-1.70913435e+002,-4.14886213e+002, 4.90837711e+000,-1.87130742e-001, 7.21940929e-001, 2.10408980e+001, 1.10316197e+001, 9.99999661e+000, 9.54805330e+000, 1.24952859e+001, 9.99999741e+000,
 6.50000000e+001,-1.66271826e+002,-4.13283447e+002, 4.90374245e+000,-2.07097784e-001, 8.02144454e-001, 2.17930207e+001, 1.21561707e+001, 9.99999442e+000, 9.54060968e+000, 1.34815863e+001, 9.99998385e+000,
 6.60000000e+001,-1.61649444e+002,-4.11638452e+002, 4.89804665e+000,-2.28737846e-001, 8.85742637e-001, 2.26267900e+001, 1.31590471e+001, 9.99998953e+000, 9.53141744e+000, 1.42184201e+001, 9.99999420e+000,
 6.70000000e+001,-1.57049408e+002,-4.09946632e+002, 4.89126683e+000,-2.51608342e-001, 9.69599514e-001, 2.35444731e+001, 1.39529810e+001, 9.99998948e+000, 9.52043319e+000, 1.46737535e+001, 9.99998604e+000,
 6.80000000e+001,-1.52475189e+002,-4.08202952e+002, 4.88346252e+000,-2.75094277e-001, 1.05005370e+000, 2.45449506e+001, 1.44885342e+001, 9.99999147e+000, 9.50774125e+000, 1.48955611e+001, 9.99999429e+000,
 6.90000000e+001,-1.47930535e+002,-4.06402092e+002, 4.87475238e+000,-2.98514376e-001, 1.12389700e+000, 2.56235318e+001, 1.47864160e+001, 9.99999399e+000, 9.49351074e+000, 1.49763010e+001, 9.99999627e+000,
 7.00000000e+001,-1.43419369e+002,-4.04538712e+002, 4.86526600e+000,-3.21268575e-001, 1.18934464e+000, 2.67728074e+001, 1.49222305e+001, 9.99999621e+000, 9.47791680e+000, 1.49969163e+001, 9.99999826e+000,
 7.10000000e+001,-1.38945723e+002,-4.02607746e+002, 4.85510979e+000,-3.42933209e-001, 1.24622358e+000, 2.79842189e+001, 1.49742751e+001, 9.99999808e+000, 9.46109157e+000, 1.49999415e+001, 9.99999953e+000,
 7.20000000e+001,-1.34513648e+002,-4.00604638e+002, 4.84436455e+000,-3.63262226e-001, 1.29536936e+000, 2.92494751e+001, 1.49917834e+001, 9.99999115e+000, 9.44312919e+000, 1.49998712e+001, 9.99988221e+000,
 7.30000000e+001,-1.30127354e+002,-3.98525205e+002, 4.83309600e+000,-3.82134935e-001, 1.33790779e+000, 3.05614000e+001, 1.49972518e+001, 9.99994457e+000, 9.42410694e+000, 1.49997657e+001, 9.99991819e+000,
 7.40000000e+001,-1.25790931e+002,-3.96366068e+002, 4.82136681e+000,-3.99517008e-001, 1.37490492e+000, 3.19137966e+001, 1.49989743e+001, 9.99989163e+000, 9.40410826e+000, 1.49998158e+001, 9.99999444e+000,
 7.50000000e+001,-1.21508194e+002,-3.94124795e+002, 4.80924030e+000,-4.15431337e-001, 1.40724709e+000, 3.33013344e+001, 1.49995749e+001, 9.99996287e+000, 9.38322860e+000, 1.49998991e+001, 9.99999791e+000,
 7.60000000e+001,-1.17283063e+002,-3.91799251e+002, 4.79677788e+000,-4.29926859e-001, 1.43561510e+000, 3.47196360e+001, 1.49998154e+001, 9.99996206e+000, 9.36156701e+000, 1.49999542e+001, 9.99993641e+000,
 7.70000000e+001,-1.13119391e+002,-3.89387814e+002, 4.78403900e+000,-4.43071404e-001, 1.46054542e+000, 3.61649458e+001, 1.49999199e+001, 9.99997612e+000, 9.33922537e+000, 1.49999813e+001, 9.99998457e+000,
 7.80000000e+001,-1.09020942e+002,-3.86889345e+002, 4.77108095e+000,-4.54944013e-001, 1.48247134e+000, 3.76340014e+001, 1.49999661e+001, 9.99981693e+000, 9.31630694e+000, 1.49999929e+001, 9.99947585e+000,
 7.90000000e+001,-1.04991391e+002,-3.84303148e+002, 4.75795788e+000,-4.65629486e-001, 1.50175041e+000, 3.91239426e+001, 1.49999861e+001, 9.99987374e+000, 9.29291327e+000, 1.49999976e+001, 9.99999904e+000,
 8.00000000e+001,-1.01034311e+002,-3.81628932e+002, 4.74472134e+000,-4.75214946e-001, 1.51868773e+000, 4.06322446e+001, 1.49999946e+001, 9.99995974e+000, 9.26914451e+000, 1.49999992e+001, 9.99999999e+000,
 8.10000000e+001,-9.71531569e+001,-3.78866782e+002, 4.73141980e+000,-4.83787241e-001, 1.53354754e+000, 4.21566714e+001, 1.49999980e+001, 9.94391208e+000, 9.24509757e+000, 1.49999998e+001, 8.88430122e+000,
 8.20000000e+001,-9.33515173e+001,-3.76016920e+002, 4.71784505e+000,-4.91361269e-001, 1.54586204e+000, 4.36951723e+001, 1.49999992e+001, 9.79459391e+000, 9.22036112e+000, 1.49999999e+001, 9.99898970e+000,
 8.30000000e+001,-8.96332247e+001,-3.73080283e+002, 4.70353323e+000,-4.97865078e-001, 1.55476887e+000, 4.52445506e+001, 1.49999997e+001, 9.90296712e+000, 9.19401344e+000, 1.50000000e+001, 9.99996155e+000,
 8.40000000e+001,-8.60013140e+001,-3.70058599e+002, 4.68945550e+000,-5.03618721e-001, 1.56321477e+000, 4.68025206e+001, 1.49999999e+001, 9.96153490e+000, 9.16798851e+000, 1.50000000e+001, 9.99995995e+000,
 8.50000000e+001,-8.24583499e+001,-3.66953110e+002, 4.67588278e+000,-5.08782714e-001, 1.57165914e+000, 4.83689580e+001, 1.50000000e+001, 9.98652882e+000, 9.14283690e+000, 1.50000000e+001, 9.99999998e+000,
 8.60000000e+001,-7.90067782e+001,-3.63765169e+002, 4.66271623e+000,-5.13408034e-001, 1.57961379e+000, 4.99436875e+001, 1.50000000e+001, 9.99556220e+000, 9.11837343e+000, 1.50000000e+001, 9.99999998e+000,
 8.70000000e+001,-7.56490966e+001,-3.60496358e+002, 4.64981806e+000,-5.17517891e-001, 1.58665906e+000, 5.15260598e+001, 1.50000000e+001, 9.81186212e+000, 9.09433264e+000, 1.50000000e+001, 7.69705558e+000,
 8.80000000e+001,-7.23879483e+001,-3.57148621e+002, 4.63639968e+000,-5.20952462e-001, 1.59081934e+000, 5.31146333e+001, 1.50000000e+001, 9.52053976e+000, 9.06915296e+000, 1.50000000e+001, 8.84544667e+000,
 8.90000000e+001,-6.92266037e+001,-3.53724810e+002, 4.62160640e+000,-5.23503864e-001, 1.59056954e+000, 5.47056484e+001, 1.50000000e+001, 9.59498278e+000, 9.04113440e+000, 1.50000000e+001, 9.99909373e+000,
